text,target,category,polarity,from,to
Bir peynirli tostu bile çok özenle sunuyorlar.,sunuyorlar~,SERVICE#GENERAL~,positive~,35~,45~
Somon ızgarasına 4 puan.,Somon ızgarasına~,FOOD#QUALITY~,neutral~,0~,16~
Hem sağlıklı hem de doyurucu.,NULL~,FOOD#QUALITY~,positive~,0~,0~
Güzel bir öğle yemeği molası.,öğle yemeği~,FOOD#QUALITY~,positive~,10~,21~
Bahçesi de güzel.,Bahçesi~,AMBIENCE#GENERAL~,positive~,0~,7~
Salıncağı bile var.,Salıncağı~,AMBIENCE#GENERAL~,positive~,0~,9~
Yemek üzerine de soğuk kahve iyi gidiyor.,soğuk kahve~,DRINKS#QUALITY~,positive~,17~,28~
"Boğazın en güzel yerlerinden birinde, sıcak, sempatik ve zevkli dekorasyonu ve şahane manzarası, genç müşteri kitlesi, güzel müzikleri yetmezmiş gibi güler yüzlü arkadaşca servisi de mükemmel.",manzarası~servisi~yerlerinden~müzikleri~dekorasyonu~,AMBIENCE#GENERAL~SERVICE#GENERAL~LOCATION#GENERAL~AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~positive~positive~,86~172~17~125~64~,95~179~28~134~75~
Kahvaltı seçenekleri çok iyi.,Kahvaltı seçenekleri~,FOOD#STYLE_OPTIONS~,positive~,0~,20~
Yemekleri de fena değil.,Yemekleri~,FOOD#QUALITY~,neutral~,0~,9~
Tüm bu özelikleri göz önüne alınca fiyatlar çok makul geliyor.,fiyatlar~,RESTAURANT#PRICES~,positive~,35~,43~
"Gece, gündüz, her zaman için öneririm.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Özellikle yaz aylarında.
Besiktaki en hakiki pideci diyebilirim.,pideci~,FOOD#QUALITY~,positive~,20~,26~
ben bu yuzden tatli yemegi tercih etmedim.,NULL~,FOOD#QUALITY~,negative~,0~,0~
fiyatlari 13-17 tl arasi porsiyonlari 1.5 olarak buyutmek de mumkun.,fiyatlari~porsiyonlari~,FOOD#PRICES~FOOD#STYLE_OPTIONS~,neutral~neutral~,0~25~,9~37~
puanimdan sirf yavas yuzunden kisiyorum!,NULL~kisiyorum~,SERVICE#GENERAL~RESTAURANT#GENERAL~,negative~positive~,0~30~,0~39~
otobus duraginin hemen karsisinda yeri cok kolay.,yeri~,LOCATION#GENERAL~,positive~,34~,38~
kucuk ama hep dolu olan bir pideci.
porsiyonu tam malzemesi bol hamuru citir citir fakat servis icin ayni hosnutluktan bahsedemicem.,malzemesi~porsiyonu~hamuru~servis~,FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~SERVICE#GENERAL~,positive~positive~positive~negative~,14~0~28~53~,23~9~34~59~
servis oldukca yavas.,servis~,SERVICE#GENERAL~,negative~,0~,6~
yavas demek bile az kalir.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
az vaktiniz varsa kesinlikle ogle saatlerinde ugramayiniz.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
besiktas da yiyebilceniz en iyi pide ama odun atesinde pisenin yerini tutmuyor tabiki.,NULL~pide~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~positive~,0~32~,0~36~
tatli secenekleri de mevcur sufle ve kunefe var menu de var da pide o kadar gec gelince insani tatli siparisi dusunduruyor.,gelince~tatli~,SERVICE#GENERAL~FOOD#STYLE_OPTIONS~,negative~positive~,80~0~,87~5~
Eski kalitesinde olmasada hala iyi diyelim talep çok olunca ister istemez kalite ve servis vasata düşüyor etleri kenfi çiftliklerinden otopark sorun fiatlar normal,servis~otopark~fiatlar~kalite~,SERVICE#GENERAL~SERVICE#GENERAL~RESTAURANT#PRICES~RESTAURANT#GENERAL~,neutral~negative~neutral~neutral~,84~135~149~5~,90~142~156~11~
"Manzarasi icin gidilesi cafe , cok fazla yazacak bisey yok.",Manzarasi~,AMBIENCE#GENERAL~,positive~,0~,9~
fiyatlar standart seviyede.,fiyatlar~,RESTAURANT#PRICES~,neutral~,0~,8~
otopark sorunu yok.,otopark~,LOCATION#GENERAL~,positive~,0~,7~
sessiz sakin ve huzurlu bir mekan.,mekan~,AMBIENCE#GENERAL~,positive~,28~,33~
Kuru fasulyesi lezzetli.,Kuru fasulyesi~,FOOD#QUALITY~,positive~,0~,14~
Sutlaci tavsiye edilir.,Sutlaci~,FOOD#QUALITY~,positive~,0~,7~
Köftesi de kaliteli.,Köftesi~,FOOD#QUALITY~,positive~,0~,7~
Sade güzel bir yer.,yer~,AMBIENCE#GENERAL~,positive~,15~,18~
Çalışanlar ilgili kibar.,Çalışanlar~,SERVICE#GENERAL~,positive~,0~,10~
Ortaköye yolu düşen ugramali.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Park sorunu ciddi.,Park~,LOCATION#GENERAL~,negative~,0~,4~
Valesi var gerçi.,Valesi~,SERVICE#GENERAL~,neutral~,0~,6~
Pazar sabahları brunch dışında seçeneğiniz yok.,seçeneğiniz~,FOOD#STYLE_OPTIONS~,negative~,31~,42~
Brunch çeşitleri ehh.,Brunch~,FOOD#STYLE_OPTIONS~,neutral~,0~,6~
Masaya istenen sucuklu yumurtanın sucuğuna extra ücret istenmesi ayıp.,ücret~,FOOD#PRICES~,negative~,49~,54~
Mekanın lokasyonu on numara ama rezervasyonsuz deniz kenarı masa bulmanız imkansız.,Mekanın lokasyonu~,LOCATION#GENERAL~,positive~,0~,17~
"Böyle bir brunch için 59TL, 4 ince dilim sucuk için 5TL extra ücret mânâsız.",ücret~brunch~,FOOD#PRICES~FOOD#PRICES~,negative~negative~,62~10~,67~16~
"Hisarüstü'ndeki diğer mekanlara nazaran büyük olmasıyla fark yaratıyor ama eğer kalabalık bir grup değilseniz, Hisarüstü'ndeki diğer yerleri tercih edebilirsiniz."
En son kabalık bir grup halinde gittiğimizde siparişlerde karışıklık olmuştu malesef.,siparişlerde~,SERVICE#GENERAL~,negative~,45~,57~
"Tek kelimeyle muhtesem bir lezzet, doner kesimi tam olarak usta isi.",doner kesimi~lezzet~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,positive~positive~,35~27~,47~33~
Yagsiz ve cok lezzetli.,NULL~,FOOD#QUALITY~,positive~,0~,0~
Yaninda getirdikleri tandir lavasi ise bugune kadar yedigim en lezzetli lavas.,tandir lavasi~,FOOD#QUALITY~,positive~,21~,34~
Oturdugunuz gibi siparisiniz aliniyor ve hemen servis yapilmaya baslaniyor.,siparisiniz~,SERVICE#GENERAL~,positive~,17~,28~
Ortaya ise salata ve patates kizartmasi getiriyolar.,salata ve patates kizartmasi~,FOOD#STYLE_OPTIONS~,neutral~,11~,39~
Acik ara en iyi donerci.,donerci~,RESTAURANT#GENERAL~,positive~,16~,23~
Big chefs her daim şişirilmiş bir kafedir.,kafedir~,RESTAURANT#GENERAL~,negative~,34~,41~
Çünkü size oluru olmayan fiyatlar sunar.,fiyatlar~,RESTAURANT#PRICES~,negative~,25~,33~
Bunun yanı sıra şube açtığı semtler ortadadır.
İsim yapmıştır çünkü pahalı olduğu için kaliteli algısı yaratır .,NULL~,RESTAURANT#PRICES~,negative~,0~,0~
"Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem .",kavanoz tatlıya~ayvalık tostuna~mekana~,FOOD#PRICES~FOOD#PRICES~RESTAURANT#GENERAL~,negative~negative~negative~,32~4~67~,47~19~73~
Çünkü bu israftan başka bir şey değil benim nazarımda .,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Böyle mekanları biraz boş bırakmak lazım ki Fiyat skalasını biraz düşük aralığa taşısınlar !,Fiyat skalasını~,RESTAURANT#PRICES~,negative~,44~,59~
"Tatlilar - Tatlilari çok güzel, tiramisu özellikle yenilmeli ama ana ögün kadar büyük geliyor dikkat!",tiramisu~Tatlilari~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,32~11~,40~20~
"Unsuz çikolatali pastasi biraz agir, diyet yapanlar bulasmasin!",Unsuz çikolatali pastasi~,FOOD#QUALITY~,negative~,0~,24~
Yemeklerin tadi tuzu yok.,Yemeklerin~,FOOD#QUALITY~,negative~,0~,10~
Ortam gürültüden ibaret.,Ortam~,AMBIENCE#GENERAL~,negative~,0~,5~
Garsonlar TV izlemekten size bakmiyor.,Garsonlar~,SERVICE#GENERAL~,negative~,0~,9~
Geçin allahaskina baska bir sürü yer var yenebilecek,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Güzel - Konum olarak çok keyifli bir yer degil ancak çalisirken ögle yemekleri için bazen gidiyoruz.,Konum~ögle yemekleri~,LOCATION#GENERAL~FOOD#QUALITY~,negative~positive~,8~64~,13~78~
"Yemeklerin lezzetine inanamayacaksiniz, pastirma ile yapilan Topkapi kebabi çok iyidir.",Yemeklerin lezzetine~Topkapi kebabi~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,0~61~,20~75~
Koftenin hicbir ozelligi yok.,Koftenin~,FOOD#QUALITY~,negative~,0~,8~
Hizmet yok guleryuz yok.,guleryuz~Hizmet~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,11~0~,19~6~
Manzaranin ekmegini yiyorlar.,NULL~Manzaranin~,RESTAURANT#GENERAL~AMBIENCE#GENERAL~,negative~positive~,0~0~,0~10~
Masalar dipdibe marketten dondurulmus kofte alin evinizde yiyebilirsiniz.,Masalar~,AMBIENCE#GENERAL~,negative~,0~,7~
Inanin fark yok.
Siradan - Siradan kebaplari olan mekan...,kebaplari~,FOOD#QUALITY~,negative~,18~,27~
Kebap için kesinlikle gidilmeli denemez ama tatlilari inanilmaz güzel.,tatlilari~Kebap~,FOOD#QUALITY~FOOD#QUALITY~,positive~neutral~,44~0~,53~5~
Megerse meshur Çavusoglu tatlinin sahiplerimis isletmecileri.
Hizmetten cok memnun kaldik.,Hizmetten~,SERVICE#GENERAL~,positive~,0~,9~
Herkes cok ilgili ve guler yuzluydu.,Herkes~,SERVICE#GENERAL~,positive~,0~,6~
Yogunluktan dolayi yer bulma konusunda biraz sikinti yasamis olsak da sansimiza en guzel yeri kaptik balkonda :
D Somon izgara ve etli quesadilla sipariz ettik.,D Somon izgara~etli quesadilla~,FOOD#QUALITY~FOOD#QUALITY~,neutral~neutral~,0~18~,14~33~
"Somon izgaranin altinda olan kuskonmazli ispanakli sote mukemmeldi, yemek ise genel olarak guzeldi.",kuskonmazli ispanakli sote~yemek~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,29~68~,55~73~
Etli quesadillanin ise ozellikle eti cok guzeldi.,Etli quesadillanin~,FOOD#QUALITY~,positive~,0~,18~
Mutlaka bir daha gelicez :,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Sevdiğim bir mekan.,mekan~,RESTAURANT#GENERAL~,positive~,13~,18~
"Müzikler, bahçesi, menüsü güzel.",menüsü~bahçesi~Müzikler~,FOOD#STYLE_OPTIONS~AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~,19~10~0~,25~17~8~
Ferah bir ortamı var ve kalabalık buluşmalar için de uygun bir yer.,yer~ortamı~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,63~10~,66~16~
Çalışanları da güler yüzlü.,Çalışanları~,SERVICE#GENERAL~,positive~,0~,11~
Girerken böyle bir yerle karşılaşacağınızı tahmin etmiyorsunuz konumu nedeniyle.,konumu~,LOCATION#GENERAL~,negative~,63~,69~
Sütiş'in Emirgan şubesi gibi bu şubesinin manzarası da çok güzel deniz hemen yanınızda köprü hemen sağ çaprazda :,manzarası~,AMBIENCE#GENERAL~,positive~,42~,51~
) yemekler güzel fiyatlar da mekana göre gayet uygun.,fiyatlar~yemekler~,RESTAURANT#PRICES~FOOD#QUALITY~,positive~positive~,17~2~,25~10~
Tavukgöğsü başarılı :,Tavukgöğsü~,FOOD#QUALITY~,positive~,0~,10~
Berbat biyer rezervasyon yaptirdigim halde misafirlerime rezil oldum rezalet biyer calisanlarin tavirlari olsun ilgileri herseyi rezalet otesi,biyer~calisanlarin tavirlari~,RESTAURANT#GENERAL~SERVICE#GENERAL~,negative~negative~,7~83~,12~105~
Küçük Ev Express ile mekanist etkinligi ile tanistik.
Çömlekte ev yapimi yogurtlarini mutlaka deneyin.,Çömlekte ev yapimi yogurtlarini~,FOOD#QUALITY~,positive~,0~,31~
Eski zamanlar biraktigimiz gerçek yogurdun tadini yakalayacaksiniz.,yogurdun~,FOOD#QUALITY~,positive~,34~,42~
Fiyati da saka gibi.,Fiyati~,FOOD#PRICES~,neutral~,0~,6~
3.75 TL.
Mükellef bir yemek sonrasi ortalama 15-25 TL'ye mekandan çikabilirsiniz.,15-25 TL'ye~,FOOD#PRICES~,positive~,36~,47~
"Dekorasyon zevkli olmus, özellikle mekanin ortasina konuslanmis bonsai agaç beni benden aldi.",Dekorasyon~bonsai agaç~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,0~64~,10~75~
"Evet, bonsai hayraniyim!"
Çok iyi karsilandik ve sonuna kadar el üstünde tutulduk.,karsilandik~,SERVICE#GENERAL~,positive~,8~,19~
Harikasiniz arkadaslar.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Böyle devam!
) Her seyden ufak ufak tattik.,Her seyden~,FOOD#QUALITY~,neutral~,2~,12~
Yemeklerde favorilerim döner ve kavurmali pide oldu.,döner ve kavurmali pide~,FOOD#QUALITY~,positive~,23~,46~
Kavurmali pide için tekrar ugrayacagim.,Kavurmali pide~,FOOD#QUALITY~,positive~,0~,14~
Tatlilarda tavuk gögsü gerçekten lezizdi.,tavuk gögsü~,FOOD#QUALITY~,positive~,11~,22~
"Irmik helvasinin da tavuk gögsünden eksigi yoktu, sekeri kivamindaydi ve hafifti.",Irmik helvasinin~tavuk gögsünden~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,0~20~,16~35~
"Buraya sık geliyorum, leventte çalışanların da çok tercih ettiği bir yer.",yer~,RESTAURANT#GENERAL~,positive~,69~,72~
Yemekleri eskiden daha güzeldi özellikle mantısı çok başarılıydı.,mantısı~Yemekleri~,FOOD#QUALITY~FOOD#QUALITY~,neutral~neutral~,41~0~,48~9~
"Ancak her gün çeşit çeşit ev yemeğinin çıkıyor olması çok cazip, ister zeytinyağlılar ister sıcak yemekler insanı her gün fast food yemekten alıkoyuyor.",ev yemeğinin~,FOOD#STYLE_OPTIONS~,positive~,26~,38~
"Zeytinyağlı tabağı başarılı, salatalarının da porsiyonu çok büyük tavsiye ederim.",Zeytinyağlı tabağı~porsiyonu~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,0~46~,18~55~
denız kenarı gıbıdır ancak arada bır arsalık mesafe vardır.
ve oradakı koku olayına bır hal care bulamadıkları ıcın yazık olan mekandır.,mekandır~,AMBIENCE#GENERAL~,negative~,67~,75~
emırgandakı sutısı mumla aratmaktadır.
Taksim'de kendi tarzına göre keyifle gidilecek mekanlardan biri.,mekanlardan~,RESTAURANT#GENERAL~,positive~,47~,58~
Gündüz ayrı gece ayrı olarak değerlendirebilirim.
Hizmet kalitesi daha önce Avrupa'da gittiğim şubelere göre burada daha iyi diyebilirim.
Bu yüzden tip bırakmayı unutmayın :
) Hamburgeri hoşuma gidiyor ve NY steak de tavsiye edebilirim.,NY steak~Hamburgeri~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,31~2~,39~12~
İçecek olarak genelde bira sevdiğim için kokteylleri için bir şey söyleyemeyeceğim.,kokteylleri~,DRINKS#QUALITY~,neutral~,41~,52~
Afiyetle!,NULL~,FOOD#QUALITY~,positive~,0~,0~
Ben artık happy moons u beğenmiyorum.,happy moons~,RESTAURANT#GENERAL~,negative~,10~,21~
Servisi iyiydi çalışanları güleryüzlü fakat yemeklerinden eskiden aldığım tadı almıyorum.,çalışanları~Servisi~yemeklerinden~,SERVICE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~,positive~positive~negative~,15~0~44~,26~7~57~
"Ben bi tek çilekli limonatasını beğendim, çok tavsiye etmem",NULL~çilekli limonatasını~,RESTAURANT#GENERAL~DRINKS#QUALITY~,negative~positive~,0~11~,0~31~
Öyle bir manzara ve konum için olabilecek son mekan filizler olmalıydı.,mekan~manzara ve konum~,RESTAURANT#GENERAL~AMBIENCE#GENERAL~,negative~positive~,46~9~,51~25~
Zaman kaybı!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Yemekleri fena degil.,Yemekleri~,FOOD#QUALITY~,neutral~,0~,9~
Ozellikle zeytinyaglilari guzel.,zeytinyaglilari~,FOOD#QUALITY~,positive~,10~,25~
Galata cevresinde zeytinyagli veya ev yemegivari yiyebilecegimiz nadir yerlerden oldugu icin tercih ediyorduk.,zeytinyagli veya ev yemegivari~,FOOD#QUALITY~,positive~,18~,48~
Ama dunyanin en yavas evlere servis hizmetini sunuyorlar.,evlere servis hizmetini~,SERVICE#GENERAL~,negative~,22~,45~
Hele de ogle saatinde 50 ile 70 dakika beklemeye hazir olun.,beklemeye~,SERVICE#GENERAL~,negative~,39~,48~
Ogle saatleri degilse de 25-30 dk beklemeyi goze almak gerekiyor.,beklemeyi~,SERVICE#GENERAL~,negative~,34~,43~
En son soyledigimiz firinda makarnasi da kuru geldikten sonra bir daha siparis vermemeye karar verdik.,firinda makarnasi~,FOOD#QUALITY~,negative~,20~,37~
"Manzarasi çok güzel , dekorasyonda çok başarılıydı , kahvaltı için gittik kahvaltı güzeldi ama omleti beğenmedim çok tatsızdı.",omleti~kahvaltı~dekorasyonda~Manzarasi~,FOOD#QUALITY~FOOD#QUALITY~AMBIENCE#GENERAL~AMBIENCE#GENERAL~,negative~positive~positive~positive~,95~53~22~0~,101~61~34~9~
Geri kalan hersey tazeydi kayısı ve cevizle süslemeleri çok hoşuma gitti kahvaltıya fresh bir hava katmışlar.,süslemeleri~kahvaltıya~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~,44~73~,55~83~
Kahvaltısı için gidebilir ama garsonlar servis ederken gördüğüm kadarıyla yemek porsiyonları küçüktü ve sunum hoşuma gitmedi .,yemek porsiyonları~sunum~Kahvaltısı~,FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~FOOD#QUALITY~,negative~negative~positive~,74~104~0~,92~109~10~
Kısacası manzarası için gidilebilinir bir yer sadece .,yer~manzarası~,RESTAURANT#GENERAL~AMBIENCE#GENERAL~,negative~positive~,42~9~,45~18~
"İlk Evlilik yıldönümü yemeğimizi burada yemiştik, karşılama gayet güzel kibar çalışanlar.",karşılama~çalışanlar~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~,50~78~,59~88~
Sunumu beğendik.,Sunumu~,SERVICE#GENERAL~,positive~,0~,6~
Sakin mutlu bir yemekti.,yemekti~,AMBIENCE#GENERAL~,positive~,16~,23~
Tekrar gitmeyi düşünürüm.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Klasik rakı-balık-fasıl üçlemesinden sıkılan, ve mezelere odaklanmak isteyenler için en iyi alternatif.",mezelere~,FOOD#QUALITY~,positive~,49~,57~
Manzara olarak en iyi seçeneği sunmasa da lakerdası başta olmak üzere bütün mezeleri denemeye değer.,Manzara~lakerdası~mezeleri~,AMBIENCE#GENERAL~FOOD#QUALITY~FOOD#QUALITY~,neutral~positive~positive~,0~42~76~,7~51~84~
"Fıstıklı peynirli meze, buraya özel bir lezzet.",Fıstıklı peynirli meze~,FOOD#QUALITY~,positive~,0~,22~
Kişi başı 60 liraya rakınız ve mezelerinizle güzel bir akşam geçirmeniz garanti.,Kişi başı~mezelerinizle~,RESTAURANT#PRICES~FOOD#QUALITY~,positive~positive~,0~31~,9~44~
"Konum itibariyle cok guzel yerde, manzarasi enfes.",manzarasi~Konum~,AMBIENCE#GENERAL~LOCATION#GENERAL~,positive~positive~,34~0~,43~5~
"Limonatasi kocaman ve lezzetliydi, ""ayvalik tostu""nu yeniden yorumlayarak tamamen farkli bir hale getirmisler, fena degildi.",Limonatasi~Limonatasi~ayvalik tostu~,DRINKS#STYLE_OPTIONS~DRINKS#QUALITY~FOOD#QUALITY~,positive~positive~neutral~,0~0~36~,10~10~49~
"Ancak mekanin en buyuk sıkıntısı hizmet kalitesi, cok cok yavaslar!",hizmet kalitesi~,SERVICE#GENERAL~,negative~,33~,48~
"Ki bana gore bir mekanda olmasi gereken en onemli ozellik ""hizmet kalitesi"" En buyuk kurtaricisi lokasyon ve muhtesem bogaz manzarasi!",bogaz manzarasi~hizmet kalitesi~lokasyon~,AMBIENCE#GENERAL~SERVICE#GENERAL~LOCATION#GENERAL~,positive~negative~positive~,118~59~97~,133~74~105~
Sinirsz kahvalti keyfi için harika bir yer.,kahvalti~,FOOD#QUALITY~,positive~,8~,16~
Manzarasi cok güzel.,Manzarasi~,AMBIENCE#GENERAL~,positive~,0~,9~
Garsonlar biraz daha güler yüxlü olabilir.,Garsonlar~,SERVICE#GENERAL~,negative~,0~,9~
40 tl kisi basi.,kisi basi~,RESTAURANT#PRICES~,neutral~,6~,15~
Zengin bir acik büfe menüsü var.,acik büfe menüsü~,FOOD#STYLE_OPTIONS~,positive~,11~,27~
Keyifli bir yer.,yer~,RESTAURANT#GENERAL~,positive~,12~,15~
Son zamanların benim için en büyük hayal kırıklığı.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Bu kadar büyük merakla gelip de yediklerimden bu kadar az haz ettiğim başka bir yer olmadı.,yediklerimden~,FOOD#QUALITY~,negative~,32~,45~
"Garson arkadaşlar, mekanın manzarası, hizmet şahane ama lezzet adına söyleyebileceğim çok şey yok.",mekanın manzarası~lezzet~Garson arkadaşlar~hizmet~,AMBIENCE#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~SERVICE#GENERAL~,positive~negative~positive~positive~,19~56~0~38~,36~62~17~44~
Köprü altı yerleri gibi kalamar koydular önümüze.,kalamar~,FOOD#QUALITY~,negative~,24~,31~
Bunu yazarken henüz hesap gelmemişti ve değerlendirmemi tamamen bağımsız şekilde yapıyorum.
Yeşilköy efsanesi burada sürmemiş,burada~,RESTAURANT#GENERAL~,negative~,18~,24~
"Yıllar önce keyifli mekan sayısı azken sıklıkla tercih ettiğimiz, mekan sayısı arttıkça da geri plana ittiğimiz mekanlardan.",mekanlardan~,RESTAURANT#GENERAL~,neutral~,112~,123~
Bahçesi insana huzur veriyordu...,Bahçesi~,AMBIENCE#GENERAL~,positive~,0~,7~
"Manzara guzel servis rezalet , 3 kere soylemeden getirmiyorlar , iki kere degil 5 kere dusunun gelirken",Manzara~servis~,AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~negative~,0~14~,7~20~
Bir yanı benzinlik bir yanı mezarlık manzaralı ama çokta tutan bir cafe.,manzaralı~cafe~,AMBIENCE#GENERAL~RESTAURANT#GENERAL~,negative~positive~,37~67~,46~71~
E5 üstünde olduğu için çabuk direksiyon kırılıp az vakitte çok oturmalık kolaylığı için tercih ettik.,E5 üstünde~,LOCATION#GENERAL~,positive~,0~,10~
Bahçesi keyifli yemekte çok kötü değildi.,Bahçesi~yemekte~,AMBIENCE#GENERAL~FOOD#QUALITY~,positive~neutral~,0~16~,7~23~
Arkasından içtiğimiz kahve için çok beklesekte fazla beklentisiz bir cafe olduğundan notu 3.5 olarak verdim,beklesekte~cafe~,SERVICE#GENERAL~RESTAURANT#GENERAL~,negative~neutral~,36~69~,46~73~
Acik kasarli pide.
"besiktas barbarosta bulunan sampi sabaha kadar acik,gece cani cekenler icin ideal ve paket servisi de var,kapali kasarlisi da cok lezzetli oluyor",kapali kasarlisi~,FOOD#QUALITY~,positive~,106~,122~
Pizzalarini fena bulmadim.,Pizzalarini~,FOOD#QUALITY~,neutral~,0~,11~
Acikcasi cok ayilip bayilani var ama ben daha kalin hamurlu pizzalari seviyorum.,pizzalari~,FOOD#STYLE_OPTIONS~,negative~,60~,69~
Ama Pizzeria Trio' nun pizzalari da guzel.,pizzalari~,FOOD#QUALITY~,positive~,23~,32~
Ben Trio Speciale yi tercih ettim.
Eti kotuydu net ama geri kalan urunleri fena sayilmazdi.,urunleri~Eti~,FOOD#QUALITY~FOOD#QUALITY~,neutral~negative~,31~0~,39~3~
İnanilmaz bir manzaraya sahip bu arada mekan.,manzaraya~,AMBIENCE#GENERAL~,positive~,14~,23~
"Pizza, sarap, manzara kombini icin gidilebilir.",sarap~manzara~Pizza~,DRINKS#QUALITY~AMBIENCE#GENERAL~FOOD#QUALITY~,positive~positive~positive~,7~14~0~,12~21~5~
Özellikle bahçesini tercih edin giderseniz.,bahçesini~,AMBIENCE#GENERAL~,positive~,10~,19~
açık alan gayet rahat.,açık alan~,AMBIENCE#GENERAL~,positive~,0~,9~
gürüldü de daha az.
"içecekler güzel, ama fastfood tarzı atıştırmalık tercih edecekseniz pek tavsiye etmem.",içecekler~fastfood tarzı atıştırmalık~,DRINKS#QUALITY~FOOD#QUALITY~,positive~negative~,0~21~,9~48~
Yemekler fena değil fakat porsiyonlar çok ufak.,Yemekler~porsiyonlar~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,neutral~negative~,0~26~,8~37~
rejim yapanlar düşünülmüş sanırım.
Fiyat biraz fazla gibi.,Fiyat~,RESTAURANT#PRICES~,negative~,0~,5~
Burasi eskiden favori yerlerimdendi menüsü degisti ve artik eski menudeki yemeklerin bile tadi ayni degil lezzet olarak cok kötü.,lezzet~,FOOD#QUALITY~,negative~,106~,112~
Lezzet disinda degerlendirirsek hem dis alani bahcesiyle hemde ic alani rahat buyuk koltuklariyla cok keyifli bir mekan,ic alani~dis alani bahcesiyle~mekan~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~AMBIENCE#GENERAL~,positive~positive~positive~,63~36~114~,71~56~119~
Denize yakın yer bulursanız şanslısınız ...
Tadı bir başka aşşkın kuruçeşmenin en iyi mekanı diyebiliriz arkadaşlarla kahve içip sohbet etmek burda bir başka,mekanı~,RESTAURANT#GENERAL~,positive~,42~,48~
Kadıköy'ün bira cennetlerinden biri.,bira~,DRINKS#STYLE_OPTIONS~,positive~,11~,15~
Eski çalışanları daha iyi ve samimiydi diye düşünüyorum.,çalışanları~,SERVICE#GENERAL~,negative~,5~,16~
"Mevcut çalışanlarının marjinal görünümlerini yadırgamamakla birlikte , bu marjinal görüntü hafiften cool davranışlara kaçıyor, bu da hizmete olumsuz yansıyor.",çalışanlarının~,SERVICE#GENERAL~,negative~,7~,21~
Daha gülümseyen bir çalışan profili olmalı.,çalışan profili~,SERVICE#GENERAL~,negative~,20~,35~
"Hizmeti ortalama, yemekler ortalama.",yemekler~Hizmeti~,FOOD#QUALITY~SERVICE#GENERAL~,neutral~neutral~,18~0~,26~7~
Yine de bol çeşit bira denemek ve müzik dinlemek için gidilmeli.,müzik~bira~,AMBIENCE#GENERAL~DRINKS#STYLE_OPTIONS~,positive~positive~,34~18~,39~22~
Yemekler çok vasat.,Yemekler~,FOOD#QUALITY~,negative~,0~,8~
her zaman çok yoğun.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
içerde müzikten birbirini duyamıyorsun.,müzikten~,AMBIENCE#GENERAL~,negative~,7~,15~
servis elemanları kaba.,servis elemanları~,SERVICE#GENERAL~,negative~,0~,17~
sadece fiyatlar makul.,fiyatlar~,RESTAURANT#PRICES~,positive~,7~,15~
menü kısıtlı,menü~,FOOD#STYLE_OPTIONS~,negative~,0~,4~
