text,target,category,polarity,from,to
Cela fait des années que j y ai fait mon qg et les convives que j ai amené en ont fait le leur.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Cuisine de mauvaise qualité, plats certainement réchauffés plusieurs fois, hygiène à désirer...",Cuisine~NULL~plats~,FOOD#QUALITY~RESTAURANT#MISCELLANEOUS~FOOD#QUALITY~,negative~negative~negative~,0~0~29~,7~0~34~
Les serveurs sont difficilement compréhensibles et surtout peu aimables !,serveurs~,SERVICE#GENERAL~,negative~,4~,12~
"Enfin, on ne peut pas dire que le cadre soit agréable.",cadre~,AMBIENCE#GENERAL~,negative~,34~,39~
"En résumé, ce restaurant est à éviter.",restaurant~,RESTAURANT#GENERAL~,negative~,14~,24~
Sympathique restaurant de quartier au cadre bien parisien avec toutes ces affiches sur les murs.,restaurant~cadre~,RESTAURANT#GENERAL~AMBIENCE#GENERAL~,positive~positive~,12~38~,22~43~
"On est un peu serrés mais vos voisins sont toujours agréables et certains ont ce qu'on appelle ""une tête"".",NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
Côté cuisine c'est très honorable et il y a un bon rapport qualité/prix.,cuisine~cuisine~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,5~5~,12~12~
Rien de gastronomique bien sûr mais cuisine de terroir.On vient ici pour passer un bon moment entre copains sans se ruiner et on y revient avec plaisir.,cuisine~NULL~NULL~NULL~,FOOD#STYLE_OPTIONS~RESTAURANT#PRICES~RESTAURANT#MISCELLANEOUS~RESTAURANT#GENERAL~,positive~positive~positive~positive~,36~0~0~0~,43~0~0~0~
Et bien moi je n'ai absolument rien à redire sur le service !,service~,SERVICE#GENERAL~,positive~,52~,59~
"Les serveurs et serveuses étaient sympas et tout était très bien organisé, il n'y avait pas du tout de pression au contraire ils étaient tous très cool malgré la tonne de plats qu'ils avaient à servir !",serveurs~serveuses~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~,4~16~,12~25~
Le courant est très bien passé avec nous et pourtant nous étions une grande tablée de 12 personnes très actives !,NULL~,SERVICE#GENERAL~,positive~,0~,0~
Quelques-uns ont vu leur souris d'agneau pas bien cuite donc 2 bouteilles de rouges nous ont été offertes en compensation.,souris d'agneau~NULL~,FOOD#QUALITY~SERVICE#GENERAL~,negative~positive~,25~0~,40~0~
"Moi j'ai pris un filet de boeuf sauce aux morilles, c'était tout à fait délicieux et cuit comme il le fallait, parfait.",filet de boeuf sauce aux morilles~,FOOD#QUALITY~,positive~,17~,50~
Les frites maison sont un régal également.,frites~,FOOD#QUALITY~,positive~,4~,10~
"Aussi je vous conseille de gouter le mojito, un grand verre pour 5€, super bon.",mojito~mojito~,DRINKS#QUALITY~DRINKS#PRICES~,positive~positive~,37~37~,43~43~
"Nous sommes venus un samedi soir, le restaurant était plein, même sur la terrasse, donc un conseil : réservez à l'avance !",restaurant~,RESTAURANT#MISCELLANEOUS~,neutral~,37~,47~
"Pour la plupart d'entre nous, nous avons trouvé notre QG du quai de seine !",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Un restaurant accueillant, le chef et ses collaborateurs sont très sympas et souriants.",restaurant~chef~ses collaborateurs~,AMBIENCE#GENERAL~SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~positive~,3~30~38~,13~34~56~
L'ambiance y est décontractée et cosy à la fois...,ambiance~,AMBIENCE#GENERAL~,positive~,2~,10~
"Si j'avais habité le quartier, il y aurait eu de fortes chances pour que j'en fasse ma cantine du soir.",NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Une cuisine de bistrot mais très soigneuse, certains plats traditionnels sont excellemment revisités.",cuisine~plats traditionnels~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,4~53~,11~72~
Le pot au feu aux joues de boeuf est à tomber par terre!,pot au feu aux joues de boeuf~,FOOD#QUALITY~,positive~,3~,32~
"Délicieux au palais , ils sont aussi très agréables à la vue.",NULL~NULL~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,0~0~,0~0~
Bravo!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"L'endroit est sale, la nourriture industrielle et de très mauvaise qualité, le personnel peu aimable, rien dans ce restaurant n'est acceptable.",endroit~nourriture~personnel~restaurant~,RESTAURANT#MISCELLANEOUS~FOOD#QUALITY~SERVICE#GENERAL~RESTAURANT#GENERAL~,negative~negative~negative~negative~,2~23~79~115~,9~33~88~125~
A fuir.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Nous sommes allé, avec ma copine et des amies, l'accueil est chaleureux, le cadre très sympa.",accueil~cadre~,SERVICE#GENERAL~AMBIENCE#GENERAL~,positive~positive~,49~76~,56~81~
"Les couscous et tajines sont délicieux accompagné d'un bon vin rouge marocain de la sympathies du personnel et du thé à la menthe, une soirée très agréable.",couscous~tajines~vin rouge marocain~personnel~thé à la menthe~NULL~,FOOD#QUALITY~FOOD#QUALITY~DRINKS#QUALITY~SERVICE#GENERAL~DRINKS#QUALITY~RESTAURANT#GENERAL~,positive~positive~positive~positive~positive~positive~,4~16~59~98~114~0~,12~23~77~107~129~0~
Un rapport qualité prix correct.,NULL~NULL~,RESTAURANT#PRICES~RESTAURANT#GENERAL~,neutral~neutral~,0~0~,0~0~
Nous y sommes allés le 14 mai en couple avec notre fils.,,,,,
"Cuisine bonne mais rien d'extraordinaire, lotte, pintade...",Cuisine~,FOOD#QUALITY~,neutral~,0~,7~
"Un menu enfant avec un seul choix de plat et pas possible d'avoir autre chose, nous avons dû commander la pintade beaucoup trop copieuse pour un enfant de 8 ans qui nou sa été compté en plat adulte à 25 euros !",menu enfant~pintade~pintade~,FOOD#STYLE_OPTIONS~FOOD#STYLE_OPTIONS~FOOD#PRICES~,negative~negative~negative~,3~106~106~,14~113~113~
Une très chère volaille !,volaille~,FOOD#PRICES~,negative~,15~,23~
,,,,,
"Bref 140 euros à 3 avec 2 verres de vin et une limonade, c'est trop pour un déjeuner très simple.",déjeuner~,RESTAURANT#PRICES~,negative~,76~,84~
"Service moyen avec un jeune homme dont, à mon avis ce n'est pas le métier.",Service~jeune homme~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,0~22~,7~33~
"Le patron breton est, lui, sympa !",patron~,SERVICE#GENERAL~,positive~,3~,9~
"Très conviviale, c'est plus qu'un restaurant,on se sent en famille.Un",NULL~,AMBIENCE#GENERAL~,positive~,0~,0~
"repas et un vin irréprochable, service impeccable.",service~repas~vin~,SERVICE#GENERAL~FOOD#QUALITY~DRINKS#QUALITY~,positive~positive~positive~,31~0~12~,38~5~15~
"Malgré la bonne volonté de la serveuse, on sent l'endroit assez mal organisé.",serveuse~endroit~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~negative~,30~50~,38~57~
"En effet , entre les plats qui arrivent en retard et ceux qui ne sont pas cuits comme demandé, c'est un peu agaçant.",NULL~plats~,SERVICE#GENERAL~FOOD#QUALITY~,negative~negative~,0~21~,0~26~
"Les produits sont bons et de bonne qualité cependant et l'endroit, même si un peu sombre à mon goût, n'est pas désagréable.",produits~endroit~,FOOD#QUALITY~AMBIENCE#GENERAL~,positive~positive~,4~58~,12~65~
A améliorer pour que cela devienne une vraie bonne adresse !,adresse~,RESTAURANT#GENERAL~,negative~,51~,58~
"Nous avons beaucoup fréquenté ce petit restaurant , mais là il a beaucoup baissé ...",restaurant~,RESTAURANT#GENERAL~,negative~,39~,49~
"On repart avec une faim de loup car les assiettes sont minuscules, et l addition ..., très salée ...",NULL~assiettes~,RESTAURANT#PRICES~FOOD#STYLE_OPTIONS~,negative~negative~,0~40~,0~49~
"Les plats sont pas mal, mais il y a tellement mieux dans le quartier comme restaurant Thaïlandais!",,,,,
A éviter si on tient à son porte monnaie...!,NULL~,RESTAURANT#PRICES~,negative~,0~,0~
,,,,,
Bel endroit certes et c'est tout ce que je pourrai écrire de positif.,endroit~endroit~,RESTAURANT#MISCELLANEOUS~RESTAURANT#GENERAL~,positive~negative~,4~4~,11~11~
Un service inexistant et totalement désordonné ; un patron qui passe plus de temps à discuter avec ses amis en plein milieu de la salle de restaurant plutot que de faire son travail.,service~patron~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,3~52~,10~58~
Une ambiance qui se veut bobo / parisienne mais alors plutot sur le déclin vu le panel (âgé) de la salle.,ambiance~,AMBIENCE#GENERAL~,negative~,4~,12~
"Quant à la nourriture, elle est horrible.",nourriture~,FOOD#QUALITY~,negative~,11~,21~
A éviter absolument .,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Un excellent repas mélangeant saveur américaines et savoir faire français de l'entrée jusqu'au dessert.,repas~repas~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,13~13~,18~18~
"Nous étions 5 et avons gouté 2 entrées, 5 plats et 4 desserts, tous excellents et très bien préparés, particulièrement les entrées.",entrées~plats~desserts~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,31~42~53~,38~47~61~
L'ambiance est chaleureuse et originale et le service sans fausses notes et amical est de plus assez rapide.La sélection des vins est en accord avec la carte et le prix avec la votre ;).,ambiance~service~vins~NULL~,AMBIENCE#GENERAL~SERVICE#GENERAL~DRINKS#STYLE_OPTIONS~RESTAURANT#PRICES~,positive~positive~positive~positive~,2~46~125~0~,10~53~129~0~
"A recommander, plats excellents, qualité irréprochable, rapport qualité/prix intéressant.",plats~NULL~NULL~,FOOD#QUALITY~RESTAURANT#PRICES~RESTAURANT#GENERAL~,positive~positive~positive~,15~0~0~,20~0~0~
"Notre choix, magret de canard, délicieux, cassoulet, excellent et côtes d'agneau à se lécher les babines.",magret de canard~côtes d'agneau~cassoulet~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,positive~positive~positive~,13~66~42~,29~80~51~
"Les desserts ne sont pas en reste, charlotte au choco, pain perdu et café gourmand.",desserts~,FOOD#QUALITY~,positive~,4~,12~
Personnel hyper sympa et de bon conseil.,Personnel~,SERVICE#GENERAL~,positive~,0~,9~
Nous y reviendrons !!,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
,,,,,
"L'intérieur est sympathique, l'ambiance chaleureuse, le service ""à la bonne franquette"".",intérieur~ambiance~service~,AMBIENCE#GENERAL~AMBIENCE#GENERAL~SERVICE#GENERAL~,positive~positive~neutral~,2~31~56~,11~39~63~
Un rapport qualité-prix correct pour le quartier .,NULL~NULL~,RESTAURANT#PRICES~RESTAURANT#GENERAL~,neutral~neutral~,0~0~,0~0~
"En revanche, les plats que nous avons commandés n'avaient franchement rien d'exceptionnel : légumes pas assez cuits, une souris d'agneau servie en grosse portion, sans finesse aucune.",plats~légumes~souris d'agneau~,FOOD#QUALITY~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,negative~negative~negative~,17~92~121~,22~99~136~
Bon choix de vins.,vins~,DRINKS#STYLE_OPTIONS~,positive~,13~,17~
La ballade romantique apres le repas s'impose.,NULL~,LOCATION#GENERAL~,positive~,0~,0~
"A deux 19h, un apéro qui se transforme en dîner.",,,,,
"Petite salade d'été, simple fraîche et pas cher.",salade~salade~,FOOD#QUALITY~FOOD#PRICES~,positive~positive~,7~7~,13~13~
Tiramisu a la fraise efficace en fin de dîner.,Tiramisu a la fraise~,FOOD#QUALITY~,positive~,0~,20~
"Service sympa, l'équipe très jeune.",Service~,SERVICE#GENERAL~,positive~,0~,7~
un des serveurs a le physique d'un enfant de 15ans ;) mais très dynamique et sympa.,serveurs~,SERVICE#GENERAL~,positive~,7~,15~
"J'y venais souvent il y a quelques année, l'été sur des grandes tables en terrasse à partager de super moments avec ma famille.",NULL~terrasse~,RESTAURANT#MISCELLANEOUS~AMBIENCE#GENERAL~,positive~positive~,0~74~,0~82~
Dommage que je n'ai pas réussi à retrouver cet esprit ce soir la.,NULL~,AMBIENCE#GENERAL~,negative~,0~,0~
Un restaurant surement très réputé mais alors il y a longtemps...,restaurant~,RESTAURANT#GENERAL~,negative~,3~,13~
La décoration est restée comme avant et cela a son charme.,décoration~,AMBIENCE#GENERAL~,positive~,3~,13~
"Mais dans l'assiette aucune cuisine, du réchauffé industriel comme au resto d'entreprise!",cuisine~NULL~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,28~0~,35~0~
Un serveur sympathique mais c'est le seul point positif.,serveur~NULL~,SERVICE#GENERAL~RESTAURANT#GENERAL~,positive~negative~,3~0~,10~0~
"Allez donc dans une brasserie, vous serez moins déçus.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Très passable, des prix qui refroidissent, un accueil plus que moyen.",accueil~NULL~NULL~,SERVICE#GENERAL~RESTAURANT#PRICES~RESTAURANT#GENERAL~,negative~negative~negative~,46~0~0~,53~0~0~
"Et en prime quand un serveur marche sur vos affaires et casse quelque chose, aucune excuse, on vous apporte la note très rapidement...",serveur~,SERVICE#GENERAL~,negative~,21~,28~
"Et quand on demande au moins des excuses, on se fou de nos tetes et on est ""gentiment"" prié de ne pas revenir (pour la faire courte).",NULL~,SERVICE#GENERAL~,negative~,0~,0~
C'est sûr je n'y remettrais plus les pieds !!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
C'est une honte !,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Même en cherchant bien nous ne trouvons toujours pas de points positifs à ce repas!,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Service très lent et désordonné, cuisine surgelée et mauvaise, des assiettes banales qu'un enfant peut préparer et qui ne mettent pas en appétit ...",Service~cuisine~assiettes~,SERVICE#GENERAL~FOOD#QUALITY~FOOD#STYLE_OPTIONS~,negative~negative~negative~,0~33~67~,7~40~76~
Aucune excuse pour le service et l'attente.,service~attente~,SERVICE#GENERAL~SERVICE#GENERAL~,negative~negative~,22~35~,29~42~
0 sur toute la ligne.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Plus jamais cet attrape-touristes,NULL~,RESTAURANT#MISCELLANEOUS~,negative~,0~,0~
,,,,,
Je ne conseillerais pas cet établissement.,établissement~,RESTAURANT#GENERAL~,negative~,28~,41~
"J'ai pris un tartare coupé au couteau mais le boeuf était de très mauvaise qualité, la viande toute fibreuse et dure et le plat n'avait donc aucune saveur.",tartare~boeuf~viande~plat~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,negative~negative~negative~negative~,13~46~87~123~,20~51~93~127~
"Moi qui adore le tartare, je n'en ai même pas mangé les 3/4.",tartare~,FOOD#QUALITY~,negative~,17~,24~
Ce n'était pas frais et la viande était mauvaise.,viande~NULL~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,27~0~,33~0~
"Un ami nous a recommandé ce restaurant, et il a eu bien raison.",restaurant~,RESTAURANT#GENERAL~,positive~,28~,38~
"Accueil très chaleureuse , service impeccable, les gerants sont très sympathique et très professionnel.",NULL~service~gerants~,SERVICE#GENERAL~SERVICE#GENERAL~SERVICE#GENERAL~,positive~positive~positive~,0~27~51~,0~34~58~
"La qualité de la nourriture est juste magnifique, on peut même repartir avec des petits pots ou ingrédients utilisé par le restaurant qui sont vendu à la sortie.",nourriture~NULL~,FOOD#QUALITY~RESTAURANT#MISCELLANEOUS~,positive~positive~,17~0~,27~0~
Je le recommande grandement,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
,,,,,
"L'accueil est vraiment conviviale, c'est un petit paradis quand on est en terrasse, la cuisine est excellente.",accueil~terrasse~cuisine~,SERVICE#GENERAL~AMBIENCE#GENERAL~FOOD#QUALITY~,positive~positive~positive~,2~74~87~,9~82~94~
Je le conseille vivement.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Par malchance je n'avais pas consulté les avis avant de décider de notre dîner dans ce restaurant quelle erreur !,restaurant~,RESTAURANT#GENERAL~,negative~,87~,97~
Cela m'oblige à être très désagréable pour cet avis malgré ma nature conciliante.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Nous choisissons le menu à 39€,,,,,
"L'apéritif inclus ne nous est pas servi et les entrées sont amenées précipitamment jusque là rien de trop grave ...foie gras et saumon corrects puis une heure d'attente pour avoir les plats : un tartare et un pavé au poivre la viande devait être de qualité correcte sensée être une sélection Hugo Desnoyer (mauvaise idée de laisser maltraiter ainsi ses produits) mais si le tartare est mangeable bien que peu assaisonné le pavé lui est cuit façon semelle sèche et charbonneuse mais effectivement saignante à coeur, un exploit et l'huile utilisée pour les frites n'a pas dû être filtrée donc elles sont plutôt bonnes mais grises ...",NULL~foie gras~saumon~attente~tartare~tartare~pavé~frites~viande~,SERVICE#GENERAL~FOOD#QUALITY~FOOD#QUALITY~SERVICE#GENERAL~FOOD#QUALITY~FOOD#STYLE_OPTIONS~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,negative~neutral~neutral~negative~neutral~negative~negative~negative~neutral~,0~115~128~161~374~374~423~555~227~,0~124~134~168~381~381~427~561~233~
De nouveau 30 à 40 mn d'attente pour les desserts qui ne sont pas mangeables et renvoyés à la 2ème bouchée tarte fine au pommes trop froide et glace vanille arrivée à moitié fondue et pour mon mari crêpes cartonnées ...,desserts~tarte fine au pommes~glace vanille~crêpes~attente~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~SERVICE#GENERAL~,negative~negative~negative~negative~negative~,41~107~143~198~24~,49~127~156~204~31~
Les erreurs se multiplient sur 3 tables de clients proches...,NULL~,SERVICE#GENERAL~,negative~,0~,0~
Passons rapidement sur la carafe d'eau arrivée à mi repas et le vin jamais resservi la musique façon rave pas adaptée et pour finir pas un geste sur l'addition pour nous rendre plus indulgents ?,musique~NULL~,AMBIENCE#GENERAL~SERVICE#GENERAL~,negative~negative~,87~0~,94~0~
Le cadre sympathique et un peu de professionnalisme pourraient redresser la barre mais à l'heure actuelle rapport qualité prix réellement exécrable,cadre~NULL~NULL~,AMBIENCE#GENERAL~RESTAURANT#PRICES~RESTAURANT#GENERAL~,positive~negative~negative~,3~0~0~,8~0~0~
Passez votre chemin !,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
De pire en pire... cette crêperie que nous côtoyons depuis bientôt 10 ans a gagné en décoration autant qu'elle a perdu en goût et qualité dans les assiettes...,assiettes~décoration~crêperie~,FOOD#QUALITY~AMBIENCE#GENERAL~RESTAURANT#GENERAL~,negative~positive~negative~,147~85~25~,156~95~33~
"Crêpes et galettes qui arrivent 2min30 après avoir passé la commande...très sèches...pas de saveurs et surtout une soirée de crampes d'estomac pour les 4 personnes qui étaient autour de la table, à peine 20min après le diner !!!",Crêpes et galettes~NULL~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,0~0~,18~0~
Nous regrettons la bonne crêperie d'il y a quelques années et n'y retournerons finalement plus !,crêperie~,RESTAURANT#GENERAL~,negative~,25~,33~
Malgré une terrasse ensoleillée et verdoyante très agréable aux beaux jours...DOMMAGE,terrasse~NULL~,AMBIENCE#GENERAL~RESTAURANT#GENERAL~,positive~negative~,11~0~,19~0~
,,,,,
Restaurant de village.,,,,,
Bon accueil mais service un peu long.,accueil~service~,SERVICE#GENERAL~SERVICE#GENERAL~,positive~negative~,4~17~,11~24~
Nous n'avons goûté que les pizzas qui étaient quelconques.,pizzas~,FOOD#QUALITY~,negative~,27~,33~
Tarifs très raisonnables.,NULL~,RESTAURANT#PRICES~,positive~,0~,0~
"Service ultra lent, serveuses sans sourire ni amabilité minimale, besoin de réclamer la carte, galette œuf jambon fromage sans saveur et triste présentation.",serveuses~Service~galette œuf jambon fromage~NULL~galette œuf jambon fromage~,SERVICE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~SERVICE#GENERAL~FOOD#STYLE_OPTIONS~,negative~negative~negative~negative~negative~,20~0~95~0~95~,29~7~121~0~121~
Gros effort à faire sur la cuisine et le service.,cuisine~service~,FOOD#QUALITY~SERVICE#GENERAL~,negative~negative~,27~41~,34~48~
Quel horrible souvenir !,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Nous avons été attiré comme les autres personnes par la terrasse et les prix bas.,terrasse~NULL~,AMBIENCE#GENERAL~RESTAURANT#PRICES~,positive~positive~,56~0~,64~0~
Mais dès que nous avons été installé ce fut un désastre.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Nous avons demandé du Coca-Cola et on nous a servi du soda discount sans nous en avoir informé, qui plus est il était chaud.",soda~NULL~,DRINKS#QUALITY~SERVICE#GENERAL~,negative~negative~,54~0~,58~0~
"Lorsque nous l'avons fait remarqué, les serveuses ont pris l'air de ne pas comprendre.",serveuses~,SERVICE#GENERAL~,negative~,40~,49~
Nous avons commandé un menu.,,,,,
"L'entrée était très maigre, surtout de la salade.",entrée~,FOOD#STYLE_OPTIONS~,negative~,2~,8~
Puis la serveuse et son mari le cuisiner se sont mis à parler à côté de notre table de leur fils qui était malade et qui n'arrivait pas aller aux toilettes (ils ont bien sur prononcé des mots grossiers devant nous).,NULL~,AMBIENCE#GENERAL~,negative~,0~,0~
Cela nous a tellement dégouté que nous sommes partis avant même d'attendre le plat principal.,NULL~,AMBIENCE#GENERAL~,negative~,0~,0~
"La serveuse a rigolé quant nous lui avons expliqué ne pas apprécier leur conversation, nous avons donc compris le sérieux de l'établissement ....",serveuse~NULL~,SERVICE#GENERAL~RESTAURANT#GENERAL~,negative~negative~,3~0~,11~0~
Je vous déconseille totalement ce restaurant médiocre ou malheureusement beaucoup de touristes étrangers se font piéger.,restaurant~,RESTAURANT#GENERAL~,negative~,34~,44~
Les toilettes étaient sales.,NULL~,RESTAURANT#MISCELLANEOUS~,negative~,0~,0~
"J'ai remarqué un petit écriteau qui indiqué que leur viande de canard venait des pays de l'Est, un comble pour le pays du cassoulet.",viande de canard~,FOOD#QUALITY~,negative~,53~,69~
Cet écriteau était bien caché à l'intérieur de l'établissement pour ne pas que les clients en terrasse le voient.,,,,,
"Test du menu à 9.90 plat et dessert : pièce de bœuf de 3 millimètres d épaisseur 4 centimètres de large sans goût une honte, desset crème caramel au beurre salé industrielle chimique pas bon",pièce de bœuf~desset crème caramel au beurre salé~,FOOD#QUALITY~FOOD#QUALITY~,negative~negative~,38~125~,51~160~
Je déconseille ce restaurant,restaurant~,RESTAURANT#GENERAL~,negative~,18~,28~
"Nous étions venu le midi avec mon ami qui avait un très bon souvenir de ce restaurant et a donc bien insisté sur le ""topissime"".",,,,,
"Nous saluons et demandons une table, ce qui pour des restaurateurs est le comble, nous avons eu l'air de les déranger , je n'avais jamais vu ça, les clients les gonflaient, clairement !",restaurateurs~,SERVICE#GENERAL~,negative~,53~,66~
aucune politesse et installation à une table sale qui l'est restée même lorsque nous avons pris place.,NULL~,SERVICE#GENERAL~,negative~,0~,0~
"Pendant le repas, nous avons vu un serveur dégouté de son travail (ou peut être de l'ambiance à son travail ) ; la ""patronne"", en tout cas, celle qui avait l'air d'avoir un poste plus élévé, est celle qui a été la plus désagréable.",serveur~patronne~ambiance~,SERVICE#GENERAL~SERVICE#GENERAL~AMBIENCE#GENERAL~,negative~negative~negative~,35~116~85~,42~124~93~
"La nourriture, intolérable !",nourriture~,FOOD#QUALITY~,negative~,3~,13~
"des plats sans passion, vaisselle cassée, plat du jour ( riz crustacés en gros ) très sec, sans sauce, gambas pas fraîches, une pauvre décoration superflue... bref aucun goût.",décoration~plats~NULL~plat du jour~gambas~NULL~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~SERVICE#GENERAL~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,negative~negative~negative~negative~negative~negative~,135~4~0~42~103~0~,145~9~0~54~109~0~
Si encore les plats avaient pu rattrapper le personnel !!,plats~personnel~,FOOD#QUALITY~SERVICE#GENERAL~,negative~negative~,14~45~,19~54~
"La prochaine fois, eh bien il n'y en aura pas ici en tout cas !",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"Nous sommes venus courant MAI 2013 ( j'ai mis fev 2014 mais on peut pas remonter avant ) et je ne poste qu'aujourdh'ui, mais ce restaurant, qui n'en est pas un, m'a tellement fait halluciner, (car oui des gens ouvrent un resto en ayant absolument rien compris au business ) que je me suis promie de le relever !! et je me promets la prochaine fois de quitter le restaurant dès le début !",restaurant~,RESTAURANT#GENERAL~,negative~,128~,138~
Il devrait être interdit de payer pour cela !,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"C'est une insulte à l'art, qu'est la cuisine.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
L'explication de ce désastre pourrait provenir d'un repreneur peu scrupeuleux ?,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"car entretemps je vois des avis positifs, ce qui me laisse dubitative..",,,,,
"Lors du festival des barques, nous sommes arrivés par hasard sur cette placette.",,,,,
Nous avons été seduits par la devanture de ce petit restaurant sans prétention.,restaurant~,RESTAURANT#MISCELLANEOUS~,positive~,52~,62~
Nous avons très bien soupé.,NULL~,FOOD#QUALITY~,positive~,0~,0~
"Le repas pris était typique de la région (salade de chèvre miel, seiche à la seitoise et son excellent rizotto....).",repas~rizotto~,FOOD#STYLE_OPTIONS~FOOD#QUALITY~,positive~positive~,3~103~,8~110~
Les desserts joliment présentés et agréablement bons.,desserts~desserts~,FOOD#QUALITY~FOOD#STYLE_OPTIONS~,positive~positive~,4~4~,12~12~
Nous y reviendrons avec grand plaisir.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
"Après s'y être rendu deux fois, je ne suis vraiment pas convaincue.",NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"L'accueil n'est pas tip-top, le service non plus et les plats ne sont pas géniaux.",service~accueil~plats~,SERVICE#GENERAL~SERVICE#GENERAL~FOOD#QUALITY~,negative~negative~negative~,32~2~56~,39~9~61~
"En effet les pâtes étaient trop cuites, mal assaisonnées, dommage pour un resto italien.",pâtes~,FOOD#QUALITY~,negative~,13~,18~
"Dommage, même si le pain est exquis.",pain~NULL~,FOOD#QUALITY~RESTAURANT#GENERAL~,positive~negative~,20~0~,24~0~
Déçu.,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
"La cuisine est vraiment fade, sans saveur.",cuisine~,FOOD#QUALITY~,negative~,3~,10~
"Pour quelqu'un qui n'y connaît rien à la cuisine indienne voir épicée en général, ça passe mais pour les autres vous serez déçus.",NULL~,FOOD#QUALITY~,negative~,0~,0~
C'est très cher pour ce que c'est.,NULL~,RESTAURANT#PRICES~,negative~,0~,0~
"J'y suis allée 2 fois pour être sûre, mais à chaque fois la déception (assiette d'entrée diverses réchauffée au micro-onde, le pain naan élastique et la viande (j'avais pris une fois du bœuf, une fois de l'agneau) remplit de petit morceaux de graisse.",NULL~assiette d'entrée~pain naan~viande~,FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~FOOD#QUALITY~,negative~negative~negative~negative~,0~71~127~153~,0~88~136~159~
"Non franchement, ce n'est pas un bon restaurant indien",restaurant indien~,RESTAURANT#GENERAL~,negative~,37~,54~
,,,,,
"La cuisine était tout simplement excellente en particulier la spécialité du restaurant, les linguini aux écrevisses.",cuisine~linguini aux écrevisses~,FOOD#QUALITY~FOOD#QUALITY~,positive~positive~,3~92~,10~115~
Le patron a beaucoup d'humour et prend plaisir à animer la salle.,patron~,SERVICE#GENERAL~,positive~,3~,9~
Une perle.,NULL~,RESTAURANT#GENERAL~,positive~,0~,0~
Tous le monde le savait sauf nous !,,,,,
Je me dois de le dire pour vous éviter le massacre à d'autre….,NULL~,RESTAURANT#GENERAL~,negative~,0~,0~
Pourtant lorsqu'à 20hoo dans un resto c'est vide c'est que c'est louche… Mais bon on avait pas mal tournée et les restos de Metz était complet ….,resto~,RESTAURANT#MISCELLANEOUS~,negative~,32~,37~
Franchement Mac do m'aurait bien arrangé je regrette pour dire je n'y vais jamais mais j'aurais du y penser….,,,,,
